County Reporting,Date of Interview,Name of Employer,# employees at work place,Size Category          Small(0-50)           Large (50+),# of tobacco users at work place,Does employer hire tobacco users?             --yes or no,"Does employer provide health insurance?  yes or no?  If no, proceed to column Y.",Please select type of insurance coverage:  self-insured or fully-insured,Insurance Carrier,"Please select one employer sector: government, healthcare, or business (including private or non-profit)",Any tobacco cessation coverage?,Patch NRT OTC Covered?                     -- Yes or No,Gum NRT OTC Covered?                      -- Yes or No,Lozenge NRT OTC Covered?                    -- yes or no,Covered OTC only?,Inhaler NRT RX Covered?                    -- yes or no,Nose Spray RX Covered?                    -- yes or no,Bupropion RX  Covered?                   -- yes or no,Varenicline RX Covered?                    -- yes or no,Covered RX only?,Covered both OTC and RX?,Individual Counseling Covered?                   -- yes or no,Phone Counseling Covered?                    -- yes or no,Group Counseling Covered?                      -- yes or no,Web Based Counseling Covered?    -- yes or no,Covered some types of counseling?,Covered all types of counseling?,Covers at least 2 Quit Attempts provided per year                  -- yes or no,Are a combination of both cessation medication and counseling covered?,"Any barriers to coverage, such as counseling before medications or    co-pays?             --yes or no","Extent of TFG Policy Coverage -- 100% SFG, 100% TFG, SFIW, or SFIWO     ",E-cigs included in policy as restricted yes or no,Silver FTCA Medication Criteria Met,Gold FTCA Medication Criteria Met,Baseline SOC      BENEFIT,Baseline SOC           TFG Policy,Baseline SOC            Promote Encourage Provide,BaselineWas a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-1        FY(13-14) SOC      BENEFIT,Q-1        FY(13-14) SOC      TFG Policy,Q-1        FY(13-14) SOC         Promote Encourage Provide,Q-1        Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-2        FY(13-14) SOC      BENEFIT,Q-2        FY(13-14) SOC      TFG Policy,Q-2        FY(13-14) SOC         Promote Encourage Provide,Q-2      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-3        FY(13-14) SOC      BENEFIT,Q-3        FY(13-14) SOC      TFG Policy,Q-3        FY(13-14) SOC         Promote Encourage Provide,Q-3      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-4        FY(13-14) SOC      BENEFIT,Q-4        FY(13-14) SOC      TFG Policy,Q-4        FY(13-14) SOC         Promote Encourage Provide,Q-4      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,"Briefly describe any progress made with this employer from baseline interview.                  (For example, has an employer strengthened a campus policy, instituted a no-hire policy,   increased benefit coverage, or made a decision to do so?  Have you sent this employer emails or information newsletters to maintain regular communication?  Have you spoken by phone or face-fo-face?)","Briefly describe any plans, opportunities or potential strategies to engage this employer in the coming quarter to move them from one stage of change to another."
Bay,4/8/1900,"Bay District Schools
ATTN: Karen Tucker
1311 Balboa Avenue
Panama City FL 32401
",4448,2,77,77,1,77,4,4,1,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2,1,77,77,1,4,1,77,1,4,1,No,1,4,1,Yes,1,5,5,No,1,5,5,No,No contact was made with this employer this quarter.,"Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes."
Bay,4/8/1900,"City of Panama City
ATTN: Human Resources
9 Harrison Avenue
Panama City FL 32401
",522,2,77,77,1,77,4,5,1,1,1,1,2,1,1,1,1,2,1,1,77,77,77,1,2,77,1,77,77,77,1,1,4,5,4,77,4,5,4,No,4,5,4,Yes,4,5,4,No,4,5,4,No,No contact was made with this employer this quarter.,"Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes."
Bay,4/8/1900,"Bay County
ATTN: Christy Smith, Human Resources
840 West  11th Street
Panama City FL 32401
",538,2,77,77,1,77,4,6,1,77,77,77,77,77,77,77,77,77,77,1,77,77,77,1,2,77,77,77,2,77,77,77,4,5,5,77,4,5,5,No,4,5,5,Yes,4,5,5,No,4,5,5,No,No contact was made with this employer this quarter.,"Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes."
Bay ,9/20/2012,"Panama City Marine Institute (PCMI)
ATTN: Ron Boyce
200 East Beach Drive
Panama City FL 32401
",20,1,4,1,1,1,1,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2,2,77,77,2,5,5,77,2,5,5,No,2,5,5,Yes,2,5,5,No,2,5,5,yes,"FDOH in Bay County staff member, Tanya Sharp met with Ron Boyce, Director for PCMI to update assessment tool data and discuss support and material for employee cessation benefits and tobacco control policies.  Tanya learned that PCMI had 20 employees with 4 tobacco users estimated.  Mr. Boyce expressed interest in our program, information and implementing the promotion of cessation services to the employees.  PCMI has a TFG campus.  Tanya referred PCMI to AHEC, gave upcoming class info. and shared material to support ECC objectives.  Data verified on assessment tool was updated.  In May, World No Tobacco Day posters were provided.","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes."
Bay,8/28/2013,"Trane / Ingersoll Rand
ATTN: Nakeisha White
200 Aberdeen Loop
Panama City FL 32405
",575,2,143,1,1,2,6,3,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,77,1,77,3,1,1,2,4,1,5,Yes,4,1,5,Yes,4,1,5,Yes,4,1,5,No,4,1,5,No,"FDOH in Bay County staff member, Tanya Sharp spoke with 88keisha White, Occupatio88l Nurse with Trane on June 24th to touch base and see if we could do anything to support Trane's tobacco control policy and employee cessation efforts.  88keisha requested the July AHEC class flyers which Tanya emailed to her.  In May, World No Tobacco Day flyers were provided as well. 88keisha also invited the Tobacco Prevention Program to attend Trane's upcoming Family Day to make a presentation to their staff and families. ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Trane will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. 
                                                                                                                                          The Tobacco Prevention staff will also plan to make presentation to Trane staff and families at their Family Day.                          "
Bay,9/11/2013,"Lowes
ATTN: Burt Sanderlin
300 East 23rd Street
Panama City FL 32405
",166,2,41,1,1,2,12,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,77,2,77,2,1,2,2,4,5,5,Yes,4,5,5,Yes,4,5,5,Yes,4,5,5,No,4,5,5,No,"FDOH in Bay County staff member, Tanya Sharp emailed Burt Sanderlin, Human Resource Director with Lowes to touch base and provide AHEC July class flyers on June 24th.  Lowes continues to maintain a TFG and strives to promote cessation services within their workplace.  In May, World No Tobacco Day flyers were provided as well.","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Lowes will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bay,12/11/2013,"Peaden Air Conditioning, Heating & Plumbing
ATTN: Mary Lonkerick
618 West Baldwin Road
Panama City FL 32405
",300,2,60,1,1,2,11,3,77,77,77,77,77,77,77,77,77,77,77,2,2,2,2,2,2,2,77,77,3,2,77,77,1,1,2,Yes,88,88,88,88,1,1,2,Yes,1,1,2,No,1,1,3,No,"FDOH in Bay County staff member, Tanya Sharp emailed Mary Lonkerick, Human Resource Director with Peaden to touch base and provide AHEC July class flyers on June 24th.  Mary promptly replied to the email that she will be posting the flyers and appreciated them.   In May, World No Tobacco Day flyers were provided as well.  ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Peaden will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bay,12/19/2013,"The Eye Center of North Florida
ATTN: Kathy Marshall
2500 Martin Luther King, Jr. Blvd.
Panama City FL 32405
",107,2,15,1,1,2,6,2,77,2,2,2,2,2,2,2,2,2,2,77,77,77,77,77,77,77,77,77,2,77,2,2,1,5,1,Yes,88,88,88,88,1,5,1,Yes,1,5,1,No,1,5,1,No,"FDOH in Bay County staff member, Tanya Sharp emailed Kathy Marshall with Eye Center to touch base and provide AHEC July class flyers on June 24th.   In May, World No Tobacco Day flyers were provided as well.  ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Eye Center will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bay,1/23/2014,"HealthSouth
ATTN: Traci Powell
1847 Florida Avenue
Panama City, FL 32405
",288,2,20,1,1,1,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,Yes,88,88,88,88,88,88,88,88,1,5,5,Yes,1,5,5,No,"FDOH in Bay County staff member, Tanya Sharp emailed Traci Powell, Human Resource Director with HealthSouth to touch base and provide AHEC July class flyers on June 24th.   In May, World No Tobacco Day flyers were provided as well. ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with HealthSouth will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bay,1/23/2014,"Emerald Coast Behavioral Center
ATTN: Belva Eddins
1940 Harrison Avenue
Panama City, FL 32405
",180,2,36,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,Yes,88,88,88,88,88,88,88,88,1,2,2,Yes,1,2,2,No,"FDOH in Bay County staff member, Tanya Sharp emailed Belva Eddins with Emerald Coast Behavioral Center to touch base and provide AHEC July class flyers on June 24th.   In May, World No Tobacco Day flyers were provided as well. ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Emerald Coast Behaviorial Center will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bay,4/25/2014,"Oceaneering Umbilical Solutions
ATTN: Crystal Hernandez
HR Administrator
Office # 850-913-3856",213,2,22,1,1,77,11,3,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,5,2,Yes,88,88,88,88,88,88,88,88,88,88,88,88,1,5,2,Yes,"On April 25th FDOH in Bay County staff member, Tanya Sharp met with Crystal Her88ndez with Oceaneering to discuss the benefits of making employee cessation available to their employees and tobacco control policies.  Tanya utilized the TFF Cessation survey to collect information  and learned that Oceaneering employs 213 employees with about 10% tobacco users estimated.  Ms. Her88ndez expressed interest in our program, information and implementing the promotion of cessation services to the employees.  Upon the Ms. Her88ndez request, Tanya contact the Benefits Supervisor at the home office to learn more about their benefit structure and received information from Roxanne Rommel.  Oceaneering has a TFG campus.  Tanya referred Oceaneering to AHEC, gave upcoming class info. and shared material to support ECC objectives.  In May, World No Tobacco Day posters were provided.  At the end of the month, Ms. Her88ndez let Tanya know that she was moving and a new contact was forthcoming.","Oceaneering is located at the Port of Pa88ma City within a secure area requiring prior clearance so Ms. Her88ndez recommends email or mail to transfer material and information regarding support of ECC objectives, tobacco control policies, and cessation services.  Oceaneering has a wellness committee that would benefit from 88tio88l observance materials and cessation services opportunities.  Future plans will support Oceaneering in these ways via email and mail."
Bay,5/29/2014,"Baldwin Dental
ATTN: Belinda Swint
528 West Baldwin Road
Panama City FL 32405
",8,1,0,1,1,2,11,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,2,2,77,77,1,5,1,No,88,88,88,88,88,88,88,88,88,88,88,88,1,5,1,No,"On May 29th FDOH in Bay County staff member, Tanya Sharp met with Belinda Swint with Baldwin Dental to discuss the benefits of making employee cessation available to their employees and tobacco control policies.  Tanya utilized the TFF Cessation survey to collect information  and learned that Baldwin Dental employs 8 employees, all of which are non-tobacco users and only one employee covered under the health insurance plan.  Ms. Swint expressed interest in our program and information.  Baldwin Dental maintains a TFG campus.  Tanya shared material to support ECC objectives, tobacco prevention, and provided World No Tobacco Day posters that Ms. Swint posted in dental lobby at the conclusion of the meeting.  ","Next quarter, 88tio88l observance, cessation material and notifications will be delivered.  Follow up with Baldwin Dental will be made by phone, email or in person to continue updating information and give assistance to support employer's policy and benefit changes. "
Bradford,9/26/2012,Anytime Fitness of Starke,13,1,0,1,2,88,88,3,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,2,3,2,77,77,88,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,no,Have mantained communication unfortu88tely the employer feels they do everything they need to for their employees ,88
Bradford,9/27/2012,Bradford County Sheriff's Office,105,2,3,1,1,1,3,6,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,77,77,3,2,2,2,2,2,2,No,2,2,2,No,2,2,2,No,2,2,2,No,2,2,2,no,Communication has been mantained and the Sheriff is doing his own research to see how much time and how many employees are using tobacco during work hours. He is willing to work on the policies in place,Plan to continue to communicate with the Sheriff and provide him with any helpful information.
Bradford,12/21/2012,Florida Twin Theatre,10,1,0,1,2,88,88,3,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,2,2,2,77,77,1,1,1,No,1,5,1,No,1,5,1,No,1,5,1,No,1,5,1,no,This employer is not interested in changing existing policies or employer cessation because none of his employees use tobacco products. ,88
Bradford,12/11/2012,Bradford District Schools,500,2,0,1,1,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,2,2,2,2,2,3,2,No,2,3,2,No,2,3,2,No,2,3,2,No,2,3,2,no,We are currently working with this employer to offer cessation services and working on enforcement ,The issue with this policy is enforcement and cessation services. We plan to continue to educate and offer cessation services to the Bradford County School District
Bradford,1/14/2013,Davis Express,369,2,77,1,1,1,11,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,no,This employer really has a good grasp on their policy and cessation services. Communication is open if the employer needs assistance. ,88
Bradford,3/11/2013,Windsor Manor,166,1,77,1,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,99,1,2,2,2,1,2,2,2,2,88,4,4,Yes,88,5,5,No,88,5,5,No,88,5,5,No,88,5,5,no,Since assisting this employer in January of 2013 with their TFG policy there has been one AHEC cessation class. They have shown interest in offering a class for their residents as well. ,Continuing to partner with cessation classes for residents and employees
Bradford,6/18/2013,Dupont,120,2,77,1,1,2,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,no,Open communication but not much progress on new policies. ,continued education and communication
Bradford,5/14/2013,Starke Police Department,21,1,6,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,77,4,2,2,2,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,No,1,1,1,no,Open communication but not much progress on new policies. ,continued education and communication
Bradford,9/11/2013,Santa Fe College (Bradford Campuses) ,8,1,77,1,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,77,3,2,2,2,3,3,3,Yes,99,99,99,99,3,3,3,No,3,3,3,No,3,3,3,no,obtained a signed ECC employer cessation agreement that was uploaded to the SMART objective section for the ECC goal area in Qtr 4,Assisting in new policies and education.
Bradford ,9/23/2013,"D. Mosley Trucking, Inc. ",103,2,45,1,1,1,11,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,4,2,2,2,1,1,1,No,99,99,99,99,1,1,1,No,1,1,1,No,1,1,1,no,Beginning stages of communication. Plan on making progress in upcoming QTR's.,Continuing to educate and offer cessation services. 
Bradford,11/4/2013,Cassels Christian Academy,5,1,0,1,2,88,88,4,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,2,88,88,1,1,1,No,99,99,99,99,1,1,1,No,1,1,1,No,1,1,1,no,TPS of Bradford County met with the Office Ma88ger of Cassels Christian Academy. Cassels Christian Academy is a private school day care in Bradford County. They currently have 5 employees.  The have recently downsized from a full k-12 school to now being just a early learning facility. They currently do not offer benefits for their employees.,The TPS has worked with the owner of the school on several different occasions pertaining to SWAT clubs but they are new to the employer cessation goal area.  Staff will continue to follow-up as needed with this employer.
Bradford ,12/4/2013,Western Steer Steakhouse,60,2,77,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,2,88,88,1,1,1,No,99,99,99,99,1,1,1,No,1,1,1,No,1,1,1,no,TPS of Bradford County met with one of the ma88gers of the Western Steer Steakhouse. The Western Steer Steakhouse is the largest restaurant in Bradford County. This employer allows the Tobacco-Free Partnership of Bradford County to meet in their back room for the TFP meetings. The relationship that has been built over the past quarters allowed a dialogue to begin about cessation information and services. Western Steer Steakhouse currently has 60 employees and they do not currently offer insurance benefits. ,The ma88ger showed interest in providing information on 3 ways to quit and other cessation services. Staff will continue to provide these materials.
Bradford,2/25/2014,Pipeline Contractors ,20,1,77,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,2,88,88,1,1,1,No,99,99,99,99,99,99,99,99,1,1,1,no,1,1,1,no,"TPS of Bradford County met with the President of Pipeline Contractors, Inc. This employer has 20 employees and does not currently offer benefits.  ",The owner showed interest in providing 3 ways to quit information to their employees. 
Bradford,3/26/2014,Le Salon Soleil,6,1,0,1,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,4,2,88,88,1,1,1,No,99,99,99,99,99,99,99,99,1,1,1,no,1,1,1,no,TPS of Bradford County met with the owner of Le Salon Soliel. This employer is a small employer of 6 employees in Bradford County. They do not currently have any tobacco users employed. ,No immediate need to engage this employer further at this time because no tobacco-users are employed. The owner stated she would be interested if a tobacco user was ever employed there. 
Bradford,4/23/2014,Charnelle Whittemore Realty,8,1,0,77,2,88,88,3,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,88,88,1,1,1,No,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,no,TPS of Bradford County met with the owner of Charnelle Whittemore Realty. This is a small employer and they currently have no tobacco users at their place of business. ,No immediate need to engage this employer further at this time because no tobacco-users are employed. The owner stated she would be interested if a tobacco user was ever employed there. 
Bradford,6/10/2014,Florida Department of Health-Bradford County,50,2,2,1,1,2,12,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,77,1,77,4,1,2,2,2,2,2,No,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,no,TPS of Bradford County spoke to the Administrator of the Florida Department of Health in Bradford County. This is a large employer with 2 estimated employees who use tobacco. ,This employer is interested in working on policies and becoming a tobacco-free grounds. That is a decision that must come from the local county government. 
