"","mosquito","site1","site2","site3","site4","site5","site6","code","nTraps","date","site7","site8","site9","site10"
"265","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-04-28,NA,NA,NA,NA
"266","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-04-28,NA,NA,NA,NA
"267","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-04-28,NA,NA,NA,NA
"268","Anopheles crucians",NA,8,NA,NA,NA,56,34,6,2008-04-28,NA,NA,NA,NA
"269","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-04-28,NA,NA,NA,NA
"270","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,6,2008-04-28,NA,NA,NA,NA
"271","C. nigrapalpus",NA,8,2,1,NA,64,42,6,2008-04-28,NA,NA,NA,NA
"272","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-04-28,NA,NA,NA,NA
"273","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-04-28,NA,NA,NA,NA
"274","C.  salinarius",NA,4,5,NA,NA,78,23,6,2008-04-28,NA,NA,NA,NA
"275","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-04-28,NA,NA,NA,NA
"276","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-04-28,NA,NA,NA,NA
"277","Coquillettidia  perturbans",NA,NA,NA,NA,NA,15,60,6,2008-04-28,NA,NA,NA,NA
"278","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-04-28,NA,NA,NA,NA
"279","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-04-28,NA,NA,NA,NA
"280","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-04-28,NA,NA,NA,NA
"281","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-04-28,NA,NA,NA,NA
"282","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2008-04-28,NA,NA,NA,NA
"283","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-04-28,NA,NA,NA,NA
"284","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-04-28,NA,NA,NA,NA
"285","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-04-28,NA,NA,NA,NA
"286","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-04-28,NA,NA,NA,NA
"287","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-04-28,NA,NA,NA,NA
"288","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-04-28,NA,NA,NA,NA
"289","Aedes albopictus",2,NA,NA,1,3,NA,2,6,2009-08-06,NA,NA,NA,NA
"290","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-08-06,NA,NA,NA,NA
"291","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-08-06,NA,NA,NA,NA
"292","Ochlerotatus atlanticus",37,NA,14,21,15,39,9,6,2009-08-06,NA,NA,NA,NA
"293","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-08-06,NA,NA,NA,NA
"294","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-08-06,NA,NA,NA,NA
"295","O. infirmatus",18,NA,9,NA,10,25,7,6,2009-08-06,NA,NA,NA,NA
"296","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-08-06,NA,NA,NA,NA
"297","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-08-06,NA,NA,NA,NA
"298","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-08-06,NA,NA,NA,NA
"299","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-08-06,NA,NA,NA,NA
"300","Anopheles crucians",28,13,24,NA,12,29,34,6,2009-08-06,NA,NA,NA,NA
"301","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-08-06,NA,NA,NA,NA
"302","Culex  erraticus",54,2,8,NA,5,37,25,6,2009-08-06,NA,NA,NA,NA
"303","C. nigrapalpus",39,19,17,NA,31,83,42,6,2009-08-06,NA,NA,NA,NA
"304","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-08-06,NA,NA,NA,NA
"305","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-08-06,NA,NA,NA,NA
"306","C.  salinarius",17,NA,NA,NA,NA,NA,23,6,2009-08-06,NA,NA,NA,NA
"307","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-08-06,NA,NA,NA,NA
"308","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2009-08-06,NA,NA,NA,NA
"309","Coquillettidia  perturbans",12,NA,NA,NA,NA,27,60,6,2009-08-06,NA,NA,NA,NA
"310","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-08-06,NA,NA,NA,NA
"311","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-08-06,NA,NA,NA,NA
"312","Psorophora  ciliata",9,4,NA,NA,NA,19,51,6,2009-08-06,NA,NA,NA,NA
"313","P. columbiae",12,NA,NA,NA,NA,NA,50,6,2009-08-06,NA,NA,NA,NA
"314","P. ferox",10,13,7,20,NA,24,52,6,2009-08-06,NA,NA,NA,NA
"315","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-08-06,NA,NA,NA,NA
"316","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-08-06,NA,NA,NA,NA
"317","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-08-06,NA,NA,NA,NA
"318","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-08-06,NA,NA,NA,NA
"319","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-08-06,NA,NA,NA,NA
"320","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-08-06,NA,NA,NA,NA
"321","Aedes albopictus",NA,NA,NA,NA,1,NA,2,10,2013-08-13,NA,NA,NA,NA
"322","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2013-08-13,NA,NA,NA,NA
"323","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2013-08-13,NA,NA,NA,NA
"324","Ochlerotatus atlanticus",136,12,NA,NA,NA,152,9,10,2013-08-13,NA,NA,NA,62
"325","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2013-08-13,NA,NA,NA,NA
"326","O. fulvus pallens",NA,NA,NA,1,NA,NA,8,10,2013-08-13,1,NA,NA,3
"327","O. infirmatus",NA,NA,NA,NA,1,NA,7,10,2013-08-13,1,48,NA,4
"328","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2013-08-13,NA,NA,NA,NA
"329","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2013-08-13,NA,NA,NA,NA
"330","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2013-08-13,NA,NA,NA,NA
"331","O.  triseriatus",NA,NA,NA,1,NA,NA,14,10,2013-08-13,NA,NA,NA,NA
"332","Anopheles crucians",60,4,1,NA,NA,40,34,10,2013-08-13,1,224,24,67
"333","A. quadrimaculatus",NA,NA,NA,NA,NA,8,31,10,2013-08-13,NA,16,8,NA
"334","Culex  erraticus",88,488,7,NA,6,80,25,10,2013-08-13,24,80,88,96
"335","C. nigripalpus",40,56,29,2,NA,152,42,10,2013-08-13,9,160,200,8
"336","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2013-08-13,NA,NA,NA,NA
"337","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2013-08-13,NA,NA,NA,NA
"338","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2013-08-13,NA,NA,NA,NA
"339","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2013-08-13,NA,NA,NA,NA
"340","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,10,2013-08-13,NA,NA,8,NA
"341","Coquillettidia  perturbans",4,NA,NA,NA,NA,NA,60,10,2013-08-13,2,96,16,9
"342","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2013-08-13,NA,NA,NA,NA
"343","M. dyari",NA,NA,NA,NA,NA,24,48,10,2013-08-13,27,352,280,18
"344","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2013-08-13,NA,NA,NA,NA
"345","P. columbiae",4,4,2,NA,NA,72,50,10,2013-08-13,NA,224,8,4
"346","P. ferox",32,NA,1,1,1,NA,52,10,2013-08-13,NA,NA,NA,8
"347","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2013-08-13,NA,NA,NA,NA
"348","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2013-08-13,NA,NA,NA,NA
"349","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2013-08-13,NA,NA,NA,NA
"350","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2013-08-13,NA,NA,NA,NA
"351","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2013-08-13,NA,NA,NA,NA
"352","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2013-08-13,NA,NA,NA,NA
"353","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2013-08-13,NA,NA,NA,NA
"354","Aedes albopictus",1,NA,NA,4,2,NA,2,6,2008-08-07,NA,NA,NA,NA
"355","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-08-07,NA,NA,NA,NA
"356","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-08-07,NA,NA,NA,NA
"357","Ochlerotatus atlanticus",4,NA,NA,1,3,15,9,6,2008-08-07,NA,NA,NA,NA
"358","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-08-07,NA,NA,NA,NA
"359","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-08-07,NA,NA,NA,NA
"360","O. infirmatus",NA,NA,NA,NA,NA,NA,7,6,2008-08-07,NA,NA,NA,NA
"361","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-08-07,NA,NA,NA,NA
"362","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-08-07,NA,NA,NA,NA
"363","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-08-07,NA,NA,NA,NA
"364","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-08-07,NA,NA,NA,NA
"365","Anopheles crucians",NA,NA,NA,NA,NA,NA,34,6,2008-08-07,NA,NA,NA,NA
"366","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-08-07,NA,NA,NA,NA
"367","Culex  erraticus",NA,NA,NA,NA,NA,1,25,6,2008-08-07,NA,NA,NA,NA
"368","C. nigrapalpus",1,NA,NA,NA,1,12,42,6,2008-08-07,NA,NA,NA,NA
"369","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-08-07,NA,NA,NA,NA
"370","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-08-07,NA,NA,NA,NA
"371","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-08-07,NA,NA,NA,NA
"372","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-08-07,NA,NA,NA,NA
"373","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-08-07,NA,NA,NA,NA
"374","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-08-07,NA,NA,NA,NA
"375","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-08-07,NA,NA,NA,NA
"376","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-08-07,NA,NA,NA,NA
"377","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2008-08-07,NA,NA,NA,NA
"378","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-08-07,NA,NA,NA,NA
"379","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2008-08-07,NA,NA,NA,NA
"380","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-08-07,NA,NA,NA,NA
"381","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-08-07,NA,NA,NA,NA
"382","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-08-07,NA,NA,NA,NA
"383","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-08-07,NA,NA,NA,NA
"384","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-08-07,NA,NA,NA,NA
"385","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-08-07,NA,NA,NA,NA
"386","Aedes albopictus",NA,NA,NA,NA,1,NA,2,9,2012-08-08,1,NA,3,NA
"387","A. aegypti",NA,NA,NA,NA,NA,NA,3,9,2012-08-08,NA,NA,NA,NA
"388","A. vexans",NA,NA,NA,NA,NA,NA,1,9,2012-08-08,NA,NA,NA,NA
"389","Ochlerotatus atlanticus",12,9,NA,1,13,NA,9,9,2012-08-08,16,31,26,NA
"390","O. dupreei",NA,NA,NA,NA,NA,NA,18,9,2012-08-08,NA,NA,NA,NA
"391","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,9,2012-08-08,NA,NA,NA,NA
"392","O. infirmatus",6,1,5,NA,24,3,7,9,2012-08-08,11,9,14,NA
"393","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,9,2012-08-08,NA,NA,NA,NA
"394","O. solicitans",NA,NA,NA,NA,NA,NA,15,9,2012-08-08,NA,NA,NA,NA
"395","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,9,2012-08-08,NA,NA,NA,NA
"396","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,9,2012-08-08,NA,NA,NA,NA
"397","Anopheles crucians",NA,NA,NA,NA,NA,31,34,9,2012-08-08,NA,14,1,NA
"398","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,9,2012-08-08,NA,NA,NA,NA
"399","Culex  erraticus",NA,NA,NA,NA,NA,NA,25,9,2012-08-08,11,NA,19,NA
"400","C. nigrapalpus",87,124,94,79,118,163,42,9,2012-08-08,171,251,51,NA
"401","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,9,2012-08-08,NA,NA,NA,NA
"402","C. restuans",NA,NA,NA,NA,NA,NA,21,9,2012-08-08,NA,NA,NA,NA
"403","C.  salinarius",NA,NA,NA,NA,NA,NA,23,9,2012-08-08,NA,11,NA,NA
"404","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,9,2012-08-08,NA,NA,NA,NA
"405","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,9,2012-08-08,NA,NA,3,NA
"406","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,9,2012-08-08,NA,25,NA,NA
"407","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,9,2012-08-08,NA,NA,NA,NA
"408","M. dyari",NA,NA,NA,NA,NA,NA,48,9,2012-08-08,NA,NA,NA,NA
"409","Psorophora  ciliata",8,1,NA,4,NA,11,51,9,2012-08-08,2,NA,5,NA
"410","P. columbiae",NA,NA,NA,NA,NA,NA,50,9,2012-08-08,NA,NA,NA,NA
"411","P. ferox",2,NA,5,7,1,18,52,9,2012-08-08,NA,21,2,NA
"412","P. howardii",NA,NA,NA,NA,NA,NA,54,9,2012-08-08,NA,NA,NA,NA
"413","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,9,2012-08-08,NA,NA,NA,NA
"414","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,9,2012-08-08,NA,NA,NA,NA
"415","U.  lowii",NA,NA,NA,NA,NA,NA,71,9,2012-08-08,NA,NA,NA,NA
"416","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,9,2012-08-08,NA,NA,NA,NA
"417","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,9,2012-08-08,NA,NA,NA,NA
"418","Aedes albopictus",NA,1,NA,NA,4,NA,2,6,2009-08-12,NA,NA,NA,NA
"419","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-08-12,NA,NA,NA,NA
"420","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-08-12,NA,NA,NA,NA
"421","Ochlerotatus atlanticus",25,16,17,NA,11,33,9,6,2009-08-12,NA,NA,NA,NA
"422","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-08-12,NA,NA,NA,NA
"423","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-08-12,NA,NA,NA,NA
"424","O. infirmatus",19,2,15,NA,23,27,7,6,2009-08-12,NA,NA,NA,NA
"425","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-08-12,NA,NA,NA,NA
"426","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-08-12,NA,NA,NA,NA
"427","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-08-12,NA,NA,NA,NA
"428","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-08-12,NA,NA,NA,NA
"429","Anopheles crucians",38,15,17,NA,27,48,34,6,2009-08-12,NA,NA,NA,NA
"430","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-08-12,NA,NA,NA,NA
"431","Culex  erraticus",NA,9,NA,2,18,39,25,6,2009-08-12,NA,NA,NA,NA
"432","C. nigrapalpus",47,35,23,29,37,139,42,6,2009-08-12,NA,NA,NA,NA
"433","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2009-08-12,NA,NA,NA,NA
"434","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2009-08-12,NA,NA,NA,NA
"435","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2009-08-12,NA,NA,NA,NA
"436","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2009-08-12,NA,NA,NA,NA
"437","Culiseta  melanura",3,NA,NA,NA,NA,NA,41,6,2009-08-12,NA,NA,NA,NA
"438","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2009-08-12,NA,NA,NA,NA
"439","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2009-08-12,NA,NA,NA,NA
"440","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2009-08-12,NA,NA,NA,NA
"441","Psorophora  ciliata",7,NA,5,1,NA,12,51,6,2009-08-12,NA,NA,NA,NA
"442","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2009-08-12,NA,NA,NA,NA
"443","P. ferox",14,9,19,26,NA,37,52,6,2009-08-12,NA,NA,NA,NA
"444","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2009-08-12,NA,NA,NA,NA
"445","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2009-08-12,NA,NA,NA,NA
"446","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2009-08-12,NA,NA,NA,NA
"447","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2009-08-12,NA,NA,NA,NA
"448","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2009-08-12,NA,NA,NA,NA
"449","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2009-08-12,NA,NA,NA,NA
"450","Aedes albopictus",1,NA,3,NA,NA,NA,2,9,2012-08-22,NA,3,NA,NA
"451","A. aegypti",NA,NA,NA,NA,NA,NA,3,9,2012-08-22,NA,NA,NA,NA
"452","A. vexans",NA,NA,NA,NA,NA,NA,1,9,2012-08-22,NA,NA,NA,NA
"453","Ochlerotatus atlanticus",41,16,NA,5,31,44,9,9,2012-08-22,32,51,47,NA
"454","O. dupreei",NA,NA,NA,NA,NA,NA,18,9,2012-08-22,NA,NA,NA,NA
"455","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,9,2012-08-22,NA,NA,NA,NA
"456","O. infirmatus",12,1,2,NA,NA,NA,7,9,2012-08-22,15,2,23,NA
"457","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,9,2012-08-22,NA,NA,NA,NA
"458","O. solicitans",NA,NA,NA,NA,NA,NA,15,9,2012-08-22,NA,NA,NA,NA
"459","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,9,2012-08-22,NA,NA,NA,NA
"460","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,9,2012-08-22,NA,NA,NA,NA
"461","Anopheles crucians",NA,12,NA,NA,NA,1,34,9,2012-08-22,NA,3,NA,NA
"462","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,9,2012-08-22,NA,NA,NA,NA
"463","Culex  erraticus",16,34,NA,19,NA,31,25,9,2012-08-22,NA,NA,NA,NA
"464","C. nigrapalpus",93,177,157,213,152,411,42,9,2012-08-22,176,151,183,NA
"465","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,9,2012-08-22,NA,NA,NA,NA
"466","C. restuans",NA,NA,NA,NA,NA,NA,21,9,2012-08-22,NA,NA,NA,NA
"467","C.  salinarius",NA,NA,12,NA,NA,NA,23,9,2012-08-22,NA,NA,NA,NA
"468","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,9,2012-08-22,NA,NA,NA,NA
"469","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,9,2012-08-22,NA,NA,NA,NA
"470","Coquillettidia  perturbans",1,NA,2,NA,NA,5,60,9,2012-08-22,NA,1,4,NA
"471","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,9,2012-08-22,NA,NA,NA,NA
"472","M. dyari",NA,NA,NA,NA,NA,NA,48,9,2012-08-22,NA,NA,NA,NA
"473","Psorophora  ciliata",2,5,1,NA,NA,NA,51,9,2012-08-22,NA,3,NA,NA
"474","P. columbiae",NA,NA,NA,NA,NA,NA,50,9,2012-08-22,NA,NA,NA,NA
"475","P. ferox",NA,2,NA,NA,7,NA,52,9,2012-08-22,12,NA,2,NA
"476","P. howardii",NA,NA,NA,NA,NA,NA,54,9,2012-08-22,NA,NA,NA,NA
"477","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,9,2012-08-22,NA,NA,NA,NA
"478","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,9,2012-08-22,NA,NA,NA,NA
"479","U.  lowii",NA,NA,NA,NA,NA,NA,71,9,2012-08-22,NA,NA,NA,NA
"480","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,9,2012-08-22,NA,NA,NA,NA
"481","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,9,2012-08-22,NA,NA,NA,NA
"482","Aedes albopictus",NA,NA,NA,NA,1,NA,2,10,2013-08-13,NA,NA,NA,NA
"483","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2013-08-13,NA,NA,NA,NA
"484","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2013-08-13,NA,NA,NA,NA
"485","Ochlerotatus atlanticus",136,12,NA,NA,NA,152,9,10,2013-08-13,NA,NA,NA,62
"486","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2013-08-13,NA,NA,NA,NA
"487","O. fulvus pallens",NA,NA,NA,1,NA,NA,8,10,2013-08-13,1,NA,NA,3
"488","O. infirmatus",NA,NA,NA,NA,1,NA,7,10,2013-08-13,1,48,NA,4
"489","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2013-08-13,NA,NA,NA,NA
"490","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2013-08-13,NA,NA,NA,NA
"491","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2013-08-13,NA,NA,NA,NA
"492","O.  triseriatus",NA,NA,NA,1,NA,NA,14,10,2013-08-13,NA,NA,NA,NA
"493","Anopheles crucians",60,4,1,NA,NA,40,34,10,2013-08-13,1,224,24,67
"494","A. quadrimaculatus",NA,NA,NA,NA,NA,8,31,10,2013-08-13,NA,16,8,NA
"495","Culex  erraticus",88,488,7,NA,6,80,25,10,2013-08-13,24,80,88,96
"496","C. nigripalpus",40,56,29,2,NA,152,42,10,2013-08-13,9,160,200,8
"497","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2013-08-13,NA,NA,NA,NA
"498","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2013-08-13,NA,NA,NA,NA
"499","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2013-08-13,NA,NA,NA,NA
"500","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2013-08-13,NA,NA,NA,NA
"501","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,10,2013-08-13,NA,NA,8,NA
"502","Coquillettidia  perturbans",4,NA,NA,NA,NA,NA,60,10,2013-08-13,2,96,16,9
"503","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2013-08-13,NA,NA,NA,NA
"504","M. dyari",NA,NA,NA,NA,NA,24,48,10,2013-08-13,27,352,280,18
"505","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2013-08-13,NA,NA,NA,NA
"506","P. columbiae",4,4,2,NA,NA,72,50,10,2013-08-13,NA,224,8,4
"507","P. ferox",32,NA,1,1,1,NA,52,10,2013-08-13,NA,NA,NA,8
"508","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2013-08-13,NA,NA,NA,NA
"509","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2013-08-13,NA,NA,NA,NA
"510","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2013-08-13,NA,NA,NA,NA
"511","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2013-08-13,NA,NA,NA,NA
"512","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2013-08-13,NA,NA,NA,NA
"513","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2013-08-13,NA,NA,NA,NA
"514","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2013-08-13,NA,NA,NA,NA
"515","Aedes albopictus",NA,NA,4,1,NA,NA,2,6,2008-08-14,NA,NA,NA,NA
"516","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-08-14,NA,NA,NA,NA
"517","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-08-14,NA,NA,NA,NA
"518","Ochlerotatus atlanticus",2,14,11,NA,NA,49,9,6,2008-08-14,NA,NA,NA,NA
"519","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-08-14,NA,NA,NA,NA
"520","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-08-14,NA,NA,NA,NA
"521","O. infirmatus",NA,NA,NA,NA,NA,NA,7,6,2008-08-14,NA,NA,NA,NA
"522","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-08-14,NA,NA,NA,NA
"523","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-08-14,NA,NA,NA,NA
"524","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-08-14,NA,NA,NA,NA
"525","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-08-14,NA,NA,NA,NA
"526","Anopheles crucians",NA,NA,NA,NA,1,NA,34,6,2008-08-14,NA,NA,NA,NA
"527","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-08-14,NA,NA,NA,NA
"528","Culex  erraticus",14,NA,6,NA,NA,1,25,6,2008-08-14,NA,NA,NA,NA
"529","C. nigrapalpus",10,10,5,NA,NA,12,42,6,2008-08-14,NA,NA,NA,NA
"530","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-08-14,NA,NA,NA,NA
"531","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-08-14,NA,NA,NA,NA
